"first_name","last_name","city","country","total_films_rented","top_film_category","top_film_category_count"
"Rafael","Abney","Talavera","Philippines","4","Animation","4"
"Christy","Vargas","Datong","China","4","Action","4"
"Travis","Estep","al-Qatif","Saudi Arabia","4","Action","4"
"Fred","Wheat","Jurez","Mexico","4","Drama","4"
"Lori","Wood","Rae Bareli","India","4","Action","4"
"Helen","Harris","Bhopal","India","4","Classics","4"
"Manuel","Murrell","Jaffna","Sri Lanka","4","Family","4"
"Marion","Snyder","Santa Brbara dOeste","Brazil","4","Foreign","4"
"Kurt","Emmons","Kanazawa","Japan","4","Classics","4"
"Heather","Morris","Nagareyama","Japan","4","Drama","4"
"Allison","Stanley","Phnom Penh","Cambodia","4","Foreign","4"
"Justin","Ngo","Santo Andr","Brazil","4","Sci-Fi","4"
"Howard","Fortner","Kermanshah","Iran","4","Classics","4"
"Marjorie","Tucker","Jastrzebie-Zdrj","Poland","4","Sports","4"
"Ashley","Richardson","Lincoln","United States","4","Documentary","4"
"Jorge","Olivares","Lhokseumawe","Indonesia","4","Action","4"
"Donald","Mahon","Ezhou","China","4","New","4"
"Benjamin","Varney","Guadalajara","Mexico","4","Classics","4"
"Gilbert","Sledge","York","United Kingdom","4","Drama","4"
"Adrian","Clary","Udine","Italy","4","Games","4"
"Jack","Foust","Zeleznogorsk","Russian Federation","4","Games","4"
"Nina","Soto","Palghat (Palakkad)","India","4","Horror","4"
"Mabel","Holland","Monywa","Myanmar","4","Drama","4"
"Courtney","Day","Uijongbu","South Korea","4","Children","4"
"Raymond","Mcwhorter","Sumqayit","Azerbaijan","4","Action","4"
"Regina","Berry","Jinchang","China","4","Horror","4"
"Judy","Gray","Bchar","Algeria","4","Sci-Fi","4"
"Evelyn","Morgan","Vaduz","Liechtenstein","4","Foreign","4"
"Robin","Hayes","Jelets","Russian Federation","4","Classics","4"
"Lawrence","Lawton","Yaound","Cameroon","4","Action","4"
"Vernon","Chapa","Denizli","Turkey","4","Comedy","4"
"Alex","Gresham","Uruapan","Mexico","4","Music","4"
"Dora","Medina","Tianjin","China","4","Games","4"
"Clara","Shaw","Molodetno","Belarus","4","Classics","4"
"Ricardo","Meador","Okayama","Japan","4","Games","4"
"Marshall","Thorn","Southampton","United Kingdom","4","Games","4"
"Marjorie","Tucker","Jastrzebie-Zdrj","Poland","4","Music","4"
"Clyde","Tobias","Shaoguan","China","4","Children","4"
"Mitchell","Westmoreland","Nha Trang","Vietnam","4","Drama","4"
"Billie","Horton","Inegl","Turkey","4","Drama","4"
"Brenda","Wright","Kamarhati","India","4","Foreign","4"
"Frances","Parker","Juazeiro do Norte","Brazil","4","Comedy","4"
"Eleanor","Hunt","Saint-Denis","Runion","4","Foreign","4"
"Marion","Snyder","Santa Brbara dOeste","Brazil","4","Travel","4"
"Dana","Hart","Kirovo-Tepetsk","Russian Federation","4","Documentary","4"
"Carl","Artis","San Lorenzo","Paraguay","4","Horror","4"
"Geraldine","Perkins","Tel Aviv-Jaffa","Israel","4","Foreign","4"
"Julie","Sanchez","A Corua (La Corua)","Spain","4","Documentary","4"
"Samantha","Duncan","Matamoros","Mexico","4","Sports","4"
"Mario","Cheatham","Batna","Algeria","4","Sci-Fi","4"
"Paul","Trout","Kursk","Russian Federation","4","Documentary","4"
"Lori","Wood","Rae Bareli","India","4","Family","4"
"Louise","Jenkins","Springs","South Africa","4","Classics","4"
"Ruth","Martinez","Kimberley","South Africa","4","Sports","4"
"Javier","Elrod","NDjamna","Chad","4","Sci-Fi","4"
"Emma","Boyd","Qalyub","Egypt","4","Animation","4"
"Benjamin","Varney","Guadalajara","Mexico","4","Action","4"
"Jennie","Terry","Olomouc","Czech Republic","4","New","4"
"Heidi","Larson","Xiangfan","China","4","Children","4"
"Jenny","Castro","Ponce","Puerto Rico","4","Foreign","4"
"Mattie","Hoffman","London","United Kingdom","4","Documentary","4"
"Beatrice","Arnold","Udaipur","India","4","Sci-Fi","4"
"Denise","Kelly","Rio Claro","Brazil","4","Travel","4"
"Tracy","Herrmann","Loja","Ecuador","4","Animation","4"
"Mildred","Bailey","Jaipur","India","4","Action","4"
"Charlie","Bess","Baiyin","China","4","Action","4"
"Tonya","Chapman","Bhilwara","India","4","Documentary","4"
"Dustin","Gillette","Emmen","Netherlands","4","Family","4"
"Christy","Vargas","Datong","China","4","Animation","4"
"Randy","Gaither","Kurgan","Russian Federation","4","Classics","4"
"Julia","Flores","La Plata","Argentina","4","Action","4"
"Max","Pitt","Novi Sad","Yugoslavia","4","Sci-Fi","4"
"Brad","Mccurdy","Chungho","Taiwan","4","Drama","4"
"Dave","Gardiner","Leshan","China","4","Family","4"
"Margie","Wade","Lengshuijiang","China","4","Games","4"
"Vickie","Brewer","Halle/Saale","Germany","4","Action","4"
"Tammy","Sanders","Changhwa","Taiwan","4","Foreign","4"
"Margie","Wade","Lengshuijiang","China","4","Drama","4"
"Becky","Miles","Tambaram","India","4","Animation","4"
"Margie","Wade","Lengshuijiang","China","4","Foreign","4"
"Jackie","Lynch","Buenaventura","Colombia","4","Animation","4"
"Philip","Causey","Korolev","Russian Federation","4","Action","4"
"Eleanor","Hunt","Saint-Denis","Runion","4","Classics","4"
"Velma","Lucas","Effon-Alaiye","Nigeria","4","Drama","4"
"Neil","Renner","Cam Ranh","Vietnam","4","Drama","4"
"Freddie","Duggan","Sullana","Peru","4","Foreign","4"
"Alice","Stewart","Fontana","United States","4","Drama","4"
"Felicia","Sutton","Korla","China","4","Drama","4"
"Earl","Shanks","Iwatsuki","Japan","4","Animation","4"
"Gertrude","Castillo","Nuuk","Greenland","4","New","4"
"Annie","Russell","Tete","Mozambique","4","New","4"
"Eric","Robert","Santa F","Argentina","4","Drama","4"
"Virgil","Wofford","Jos Azueta","Mexico","4","Animation","4"
"Morris","Mccarter","Fengshan","Taiwan","4","Animation","4"
"Gail","Knight","Bern","Switzerland","4","Documentary","4"
"Annette","Olson","Allappuzha (Alleppey)","India","4","New","4"
"Pearl","Garza","Jodhpur","India","4","Documentary","4"
"George","Linton","Sorocaba","Brazil","4","Action","4"
"Daisy","Bates","Kolpino","Russian Federation","4","Foreign","4"
"Darren","Windham","Livorno","Italy","4","Animation","4"
"Claude","Herzog","Benguela","Angola","4","Comedy","4"
"Francisco","Skidmore","So Leopoldo","Brazil","4","Animation","4"
"Harold","Martino","Boa Vista","Brazil","4","Drama","4"
"Ramon","Choate","Robamba","Ecuador","4","Documentary","4"
"Ken","Prewitt","Bucuresti","Romania","4","Music","4"
"Jackie","Lynch","Buenaventura","Colombia","4","Family","4"
"Lee","Hawks","Pudukkottai","India","4","Sci-Fi","4"
"Jill","Hawkins","Linz","Austria","4","Action","4"
"Deanna","Byrd","Tuguegarao","Philippines","4","Travel","4"
"Nina","Soto","Palghat (Palakkad)","India","4","Drama","4"
"Sonia","Gregory","Benin City","Nigeria","4","Action","4"
"Larry","Thrasher","Adana","Turkey","4","Documentary","4"
"Corey","Hauser","Gaziantep","Turkey","4","Classics","4"
"Kristina","Chambers","Valle de la Pascua","Venezuela","4","Horror","4"
"Phyllis","Foster","Zalantun","China","4","Classics","4"
"Helen","Harris","Bhopal","India","4","Foreign","4"
"Leslie","Seward","Pontianak","Indonesia","4","Drama","4"
"Harry","Arce","Najafabad","Iran","4","Comedy","4"
"Byron","Box","Zhezqazghan","Kazakstan","4","Documentary","4"
"Marjorie","Tucker","Jastrzebie-Zdrj","Poland","4","Animation","4"
"Lance","Pemberton","Beni-Mellal","Morocco","4","Foreign","4"
"Josephine","Gomez","Etawah","India","4","Action","4"
"Daisy","Bates","Kolpino","Russian Federation","4","Sports","4"
"Sylvia","Ortiz","Dos Quebradas","Colombia","4","Action","4"
"Dale","Ratcliff","Rustenburg","South Africa","4","New","4"
"Roger","Quintanilla","Hsichuh","Taiwan","4","Drama","4"
"Helen","Harris","Bhopal","India","4","Sports","4"
"Sara","Perry","Atlixco","Mexico","4","Animation","4"
"Elaine","Stevens","Smolensk","Russian Federation","4","Travel","4"
"Lena","Jensen","Halisahar","India","4","Classics","4"
"Janice","Ward","Malm","Sweden","4","Classics","4"
"Ella","Oliver","Aden","Yemen","4","Sports","4"
"Daisy","Bates","Kolpino","Russian Federation","4","New","4"
"Felicia","Sutton","Korla","China","4","Animation","4"
"Patricia","Johnson","San Bernardino","United States","4","Classics","4"
"Bernard","Colby","Dhule (Dhulia)","India","4","Drama","4"
"Carole","Barnett","Peoria","United States","4","Family","4"
"Rhonda","Kennedy","Apeldoorn","Netherlands","4","Comedy","4"
"Priscilla","Lowe","Salamanca","Mexico","4","New","4"
"Nina","Soto","Palghat (Palakkad)","India","4","Children","4"
"Brenda","Wright","Kamarhati","India","4","Documentary","4"
"Sara","Perry","Atlixco","Mexico","4","Sports","4"
"Wilma","Richards","Bellevue","United States","4","Children","4"
"Sylvia","Ortiz","Dos Quebradas","Colombia","4","Family","4"
"Marcia","Dean","Tanza","Philippines","4","New","4"
"Bobby","Boudreau","South Hill","Anguilla","4","Animation","4"
"Marie","Turner","Lipetsk","Russian Federation","4","Games","4"
"Deanna","Byrd","Tuguegarao","Philippines","4","Foreign","4"
"Kathleen","Adams","Arak","Iran","4","Children","4"
"Edward","Baugh","Trshavn","Faroe Islands","4","Animation","4"
"Teresa","Rogers","Iwakuni","Japan","4","Comedy","4"
"Martin","Bales","Namibe","Angola","4","Children","4"
"Gina","Williamson","Taizz","Yemen","4","Children","4"
"Audrey","Ray","Graz","Austria","4","Travel","4"
"Bobbie","Craig","Valle de Santiago","Mexico","4","Sports","4"
"Claudia","Fuller","Jalib al-Shuyukh","Kuwait","4","Classics","4"
"Monica","Hicks","Mukateve","Ukraine","4","Action","4"
"Diana","Alexander","Augusta-Richmond County","United States","4","Drama","4"
"Sharon","Robinson","Mardan","Pakistan","4","Sports","4"
"Edna","West","Klerksdorp","South Africa","4","Classics","4"
"Ramona","Hale","Patiala","India","4","Sports","4"
"Dianne","Shelton","Tabriz","Iran","4","Comedy","4"
"Diana","Alexander","Augusta-Richmond County","United States","4","Documentary","4"
"Carolyn","Perez","Pak Kret","Thailand","4","Action","4"
"Kyle","Spurlock","Shanwei","China","4","Documentary","4"
"Grace","Ellis","Duisburg","Germany","4","Action","4"
"Elsie","Kelley","Ikerre","Nigeria","4","Games","4"
"Sally","Pierce","Chandrapur","India","4","Family","4"
"Audrey","Ray","Graz","Austria","4","Family","4"
"Dale","Ratcliff","Rustenburg","South Africa","4","Games","4"
"Donna","Thompson","Elista","Russian Federation","4","Children","4"
"Bernice","Willis","Batman","Turkey","4","Children","4"
"Alma","Austin","Mannheim","Germany","4","Games","4"
"Steve","Mackenzie","Probolinggo","Indonesia","4","Children","4"
"Regina","Berry","Jinchang","China","4","Games","4"
"Christopher","Greco","Brescia","Italy","4","Sports","4"
"Ruby","Washington","Meixian","China","4","Drama","4"
"Ralph","Madrigal","Arecibo","Puerto Rico","4","Games","4"
"Linda","Williams","Athenai","Greece","4","Action","4"
"Theresa","Watson","Taguig","Philippines","4","Action","4"
"Catherine","Campbell","Moscow","Russian Federation","4","Family","4"
"Cathy","Spencer","Kakamigahara","Japan","4","Sports","4"
"Douglas","Graf","Mexicali","Mexico","4","Children","4"
"Vivian","Ruiz","s-Hertogenbosch","Netherlands","4","Animation","4"
"Marion","Snyder","Santa Brbara dOeste","Brazil","4","Documentary","4"
"Janice","Ward","Malm","Sweden","4","Games","4"
"Marcia","Dean","Tanza","Philippines","4","Animation","4"
"Melanie","Armstrong","Bayugan","Philippines","4","Drama","4"
"Lawrence","Lawton","Yaound","Cameroon","4","Children","4"
"Gary","Coy","Yuzhou","China","4","Music","4"
"Jennifer","Davis","Laredo","United States","4","Drama","4"
"Jesse","Schilling","Lubumbashi","Congo, The Democratic Republic of the","4","Games","4"
"Esther","Crawford","Botshabelo","South Africa","4","Animation","4"
"Andy","Vanhorn","Huejutla de Reyes","Mexico","4","Sci-Fi","4"
"Tammy","Sanders","Changhwa","Taiwan","4","Action","4"
"Tina","Simmons","Goinia","Brazil","4","Horror","4"
"Bryan","Hardison","Dallas","United States","4","Comedy","4"
"Angel","Barclay","Ueda","Japan","4","New","4"
"Mike","Way","Valparai","India","4","Classics","4"
"Suzanne","Nichols","Jakarta","Indonesia","4","Games","4"
"Patrick","Newsom","Hanoi","Vietnam","4","Classics","4"
"Gordon","Allard","Hodeida","Yemen","4","Sports","4"
"Bryan","Hardison","Dallas","United States","4","Sci-Fi","4"
"Nicholas","Barfield","Belm","Brazil","4","Animation","4"
"June","Carroll","Skikda","Algeria","4","Sci-Fi","4"
"Phillip","Holm","Tama","Japan","4","Sci-Fi","4"
"Jeanne","Lawson","Ashgabat","Turkmenistan","4","Games","4"
"Elizabeth","Brown","Nantou","Taiwan","4","Family","4"
"Johnny","Turpin","al-Qadarif","Sudan","4","Music","4"
"Patsy","Davidson","Portoviejo","Ecuador","4","Family","4"
"Kent","Arsenault","Juiz de Fora","Brazil","4","Animation","4"
"Stephen","Qualls","Dhaka","Bangladesh","4","Games","4"
"Keith","Rico","Bratislava","Slovakia","4","Family","4"
"Christy","Vargas","Datong","China","4","Sports","4"
"Lori","Wood","Rae Bareli","India","4","Sci-Fi","4"
"Joe","Gilliland","Imus","Philippines","4","Games","4"
"Francis","Sikes","San Juan Bautista Tuxtepec","Mexico","4","Travel","4"
"Stacey","Montgomery","Fuyu","China","4","Family","4"
"Priscilla","Lowe","Salamanca","Mexico","4","Family","4"
"Thomas","Grigsby","Kansas City","United States","4","New","4"
"Mike","Way","Valparai","India","4","Documentary","4"
"Troy","Quigley","Vancouver","Canada","4","Comedy","4"
"Debbie","Reyes","Fukuyama","Japan","4","Sci-Fi","4"
"Martha","Gonzalez","Chisinau","Moldova","4","Foreign","4"
"Lynn","Payne","Lilongwe","Malawi","4","Classics","4"
"Rose","Howard","Cayenne","French Guiana","4","Animation","4"
"Bill","Gavin","Rockford","United States","4","Music","4"
"Misty","Lambert","Sharja","United Arab Emirates","4","Drama","4"
"Ashley","Richardson","Lincoln","United States","4","New","4"
"Colleen","Burton","Saarbrcken","Germany","4","Documentary","4"
"Glenn","Pullen","Amersfoort","Netherlands","4","Sports","4"
"Arthur","Simpkins","Maikop","Russian Federation","4","Games","4"
"Kathryn","Coleman","Simferopol","Ukraine","4","Animation","4"
"Earl","Shanks","Iwatsuki","Japan","4","Documentary","4"
"Joe","Gilliland","Imus","Philippines","4","Foreign","4"
"Carole","Barnett","Peoria","United States","4","Games","4"
"Casey","Mena","Tokat","Turkey","4","Action","4"
"Jessica","Hall","Citt del Vaticano","Holy See (Vatican City State)","4","Drama","4"
"Barry","Lovelace","Kitwe","Zambia","4","Animation","4"
"Bertha","Ferguson","Ondo","Nigeria","4","Horror","4"
"Lillian","Griffin","al-Ayn","United Arab Emirates","4","Sports","4"
"Ron","Deluca","Isesaki","Japan","4","New","4"
"Juanita","Mason","Pune","India","4","Family","4"
"Adrian","Clary","Udine","Italy","4","Family","4"
"Heidi","Larson","Xiangfan","China","4","Family","4"
"Dolores","Wagner","Ipoh","Malaysia","4","Documentary","4"
"Erik","Guillen","Bhimavaram","India","4","Sci-Fi","4"
"Wallace","Slone","Sokoto","Nigeria","4","Classics","4"
"Bernice","Willis","Batman","Turkey","4","Animation","4"
"Lena","Jensen","Halisahar","India","4","Children","4"
"Terrance","Roush","Szkesfehrvr","Hungary","4","Family","4"
"Cecil","Vines","London","United Kingdom","4","Sci-Fi","4"
"Barry","Lovelace","Kitwe","Zambia","4","Games","4"
"Jim","Rea","El Fuerte","Mexico","4","Family","4"
"Jay","Robb","Surakarta","Indonesia","4","Drama","4"
"Carrie","Porter","Liaocheng","China","4","Children","4"
"Billy","Poulin","Cabuyao","Philippines","4","Sci-Fi","4"
"Leonard","Schofield","Tandil","Argentina","4","New","4"
"Scott","Shelley","Aurora","United States","4","Action","4"
"Cory","Meehan","Mogiljov","Belarus","4","Action","4"
"Debbie","Reyes","Fukuyama","Japan","4","Comedy","4"
"Harry","Arce","Najafabad","Iran","4","Animation","4"
"Florence","Woods","Merlo","Argentina","4","Sports","4"
"Reginald","Kinder","Madiun","Indonesia","4","New","4"
"Heather","Morris","Nagareyama","Japan","4","Sports","4"
"Caroline","Bowman","Tallahassee","United States","4","Sci-Fi","4"
"Clayton","Barbee","Alvorada","Brazil","4","Sci-Fi","4"
"Ted","Breaux","Baicheng","China","4","Games","4"
"Myrtle","Fleming","Santiago de los Caballeros","Dominican Republic","4","Family","4"
"Josephine","Gomez","Etawah","India","4","Documentary","4"
"Jordan","Archuleta","Avellaneda","Argentina","4","Family","4"
"Irene","Price","Pavlodar","Kazakstan","4","Animation","4"
"Clinton","Buford","Aurora","United States","4","Family","4"
"Everett","Banda","Bilbays","Egypt","4","Family","4"
"Glenda","Frazier","Qinhuangdao","China","4","Drama","4"
"Rosa","Reynolds","Lancaster","United States","4","Drama","4"
"Sherry","Marshall","Shubra al-Khayma","Egypt","4","Documentary","4"
"Herman","Devore","Mwanza","Tanzania","4","Music","4"
"Edward","Baugh","Trshavn","Faroe Islands","4","Family","4"
"Clyde","Tobias","Shaoguan","China","4","Travel","4"
"Greg","Robins","Nam Dinh","Vietnam","4","Animation","4"
"Melvin","Ellington","Laohekou","China","4","Games","4"
"Milton","Howland","Vijayawada","India","4","Action","4"
"Angel","Barclay","Ueda","Japan","4","Games","4"
"Emily","Diaz","Kimchon","South Korea","4","Sports","4"
"Jamie","Rice","Sterling Heights","United States","4","Music","4"
"Sandra","Martin","Southend-on-Sea","United Kingdom","4","Animation","4"
"Zachary","Hite","Akron","United States","4","Horror","4"
"Ryan","Salisbury","Daugavpils","Latvia","4","Games","4"
"Neil","Renner","Cam Ranh","Vietnam","4","Classics","4"
"Esther","Crawford","Botshabelo","South Africa","4","Classics","4"
"Patrick","Newsom","Hanoi","Vietnam","4","Family","4"
"Brandy","Graves","Warren","United States","4","Documentary","4"
"Lorraine","Stephens","Hami","China","4","Classics","4"
"Curtis","Irby","Richmond Hill","Canada","4","Drama","4"
"Gail","Knight","Bern","Switzerland","4","Classics","4"
"Terri","Vasquez","Blumenau","Brazil","4","Documentary","4"
"Pedro","Chestnut","ostka","Ukraine","4","Games","4"
"Theresa","Watson","Taguig","Philippines","4","Horror","4"
"Tommy","Collazo","Qomsheh","Iran","4","Horror","4"
"Oscar","Aquino","Sirjan","Iran","4","Horror","4"
"Roberto","Vu","Yinchuan","China","4","Sports","4"
"Gail","Knight","Bern","Switzerland","4","Animation","4"
"Miriam","Mckinney","Otsu","Japan","4","Sci-Fi","4"
"Erika","Pena","Oulu","Finland","4","Action","4"
"Joy","George","Botosani","Romania","4","Classics","4"
"Clyde","Tobias","Shaoguan","China","4","Animation","4"
"Margaret","Moore","Masqat","Oman","4","Travel","4"
"Derek","Blakely","Gingoog","Philippines","4","Animation","4"
"Sherri","Rhodes","Ahmadnagar","India","4","Games","4"
"Everett","Banda","Bilbays","Egypt","4","Animation","4"
"Micheal","Forman","Escobar","Argentina","4","Sci-Fi","4"
"Willie","Markham","Almirante Brown","Argentina","4","Documentary","4"
"Beth","Franklin","Haiphong","Vietnam","4","Children","4"
"Melvin","Ellington","Laohekou","China","4","Sci-Fi","4"
"Jessica","Hall","Citt del Vaticano","Holy See (Vatican City State)","4","Foreign","4"
"Tracy","Cole","Huixquilucan","Mexico","4","Comedy","4"
"Tanya","Gilbert","Naju","South Korea","4","Music","4"
"Tracy","Cole","Huixquilucan","Mexico","4","Sci-Fi","4"
"Shirley","Allen","Davao","Philippines","4","Sports","4"
"Terrance","Roush","Szkesfehrvr","Hungary","4","Sci-Fi","4"
"Joy","George","Botosani","Romania","4","Action","4"
"Cindy","Fisher","Cuman","Venezuela","4","Drama","4"
"Donald","Mahon","Ezhou","China","4","Animation","4"
"Angela","Hernandez","Shimonoseki","Japan","4","Drama","4"
